date,y,hour,dayofweek,month,quarter,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos
2020-01-04 01:00:00,5.03,1,5,1,1,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146
2020-01-04 02:00:00,4.635,2,5,1,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2020-01-04 03:00:00,3.8666666666666667,3,5,1,1,1,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146
2020-01-04 04:00:00,3.7899999999999996,4,5,1,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2020-01-04 05:00:00,3.6733333333333333,5,5,1,1,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146
2020-01-04 06:00:00,3.483333333333333,6,5,1,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2020-01-04 07:00:00,3.2616666666666667,7,5,1,1,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
2020-01-04 08:00:00,3.328333333333333,8,5,1,1,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
2020-01-04 09:00:00,3.355,9,5,1,1,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
2020-01-04 10:00:00,3.845,10,5,1,1,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2020-01-04 11:00:00,3.955,11,5,1,1,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146
2020-01-04 12:00:00,4.47,12,5,1,1,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2020-01-04 13:00:00,5.031666666666667,13,5,1,1,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146
2020-01-04 14:00:00,5.205,14,5,1,1,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2020-01-04 15:00:00,4.425,15,5,1,1,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146
2020-01-04 16:00:00,4.815,16,5,1,1,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
2020-01-04 17:00:00,5.098333333333334,17,5,1,1,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
2020-01-04 18:00:00,3.7866666666666666,18,5,1,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
2020-01-04 19:00:00,1.8466666666666667,19,5,1,1,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146
2020-01-04 20:00:00,2.108333333333333,20,5,1,1,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2020-01-04 21:00:00,2.2283333333333335,21,5,1,1,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146
2020-01-04 22:00:00,2.0516666666666667,22,5,1,1,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
2020-01-04 23:00:00,1.705,23,5,1,1,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146
2020-01-05 00:00:00,1.6316666666666666,0,6,1,1,1,0.0,1.0,-0.7818314824680299,0.6234898018587334
2020-01-05 01:00:00,2.0349999999999997,1,6,1,1,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334
2020-01-05 02:00:00,2.0533333333333332,2,6,1,1,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2020-01-05 03:00:00,2.146666666666667,3,6,1,1,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334
2020-01-05 04:00:00,2.1300000000000003,4,6,1,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2020-01-05 05:00:00,2.0516666666666663,5,6,1,1,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334
2020-01-05 06:00:00,2.1566666666666667,6,6,1,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2020-01-05 07:00:00,2.2816666666666667,7,6,1,1,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334
2020-01-05 08:00:00,2.2916666666666665,8,6,1,1,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
2020-01-05 09:00:00,2.345,9,6,1,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334
2020-01-05 10:00:00,1.995,10,6,1,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2020-01-05 11:00:00,2.78,11,6,1,1,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334
2020-01-05 12:00:00,3.311666666666667,12,6,1,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2020-01-05 13:00:00,3.5566666666666666,13,6,1,1,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334
2020-01-05 14:00:00,4.2683333333333335,14,6,1,1,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2020-01-05 15:00:00,3.8249999999999997,15,6,1,1,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334
2020-01-05 16:00:00,3.4133333333333336,16,6,1,1,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
2020-01-05 17:00:00,3.205,17,6,1,1,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334
2020-01-05 18:00:00,3.06,18,6,1,1,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
2020-01-05 19:00:00,2.9616666666666664,19,6,1,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334
2020-01-05 20:00:00,3.0016666666666665,20,6,1,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2020-01-05 21:00:00,2.98,21,6,1,1,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334
2020-01-05 22:00:00,2.9616666666666664,22,6,1,1,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
2020-01-05 23:00:00,3.1966666666666668,23,6,1,1,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334
2020-01-06 00:00:00,3.33,0,0,1,1,0,0.0,1.0,0.0,1.0
2020-01-06 01:00:00,3.3433333333333333,1,0,1,1,0,0.25881904510252074,0.9659258262890683,0.0,1.0
2020-01-06 02:00:00,3.3666666666666667,2,0,1,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0
2020-01-06 03:00:00,3.296666666666667,3,0,1,1,0,0.7071067811865475,0.7071067811865476,0.0,1.0
2020-01-06 04:00:00,3.0016666666666665,4,0,1,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0
2020-01-06 05:00:00,2.9499999999999997,5,0,1,1,0,0.9659258262890683,0.25881904510252074,0.0,1.0
2020-01-06 06:00:00,2.965,6,0,1,1,0,1.0,6.123233995736766e-17,0.0,1.0
2020-01-06 07:00:00,3.408333333333333,7,0,1,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
2020-01-06 08:00:00,3.2533333333333334,8,0,1,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2020-01-06 09:00:00,3.2283333333333335,9,0,1,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
2020-01-06 10:00:00,3.168333333333333,10,0,1,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2020-01-06 11:00:00,3.7266666666666666,11,0,1,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0
2020-01-06 12:00:00,4.285,12,0,1,1,0,1.2246467991473532e-16,-1.0,0.0,1.0
2020-01-06 13:00:00,4.451666666666667,13,0,1,1,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2020-01-06 14:00:00,4.82,14,0,1,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2020-01-06 15:00:00,4.84,15,0,1,1,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2020-01-06 16:00:00,3.768333333333333,16,0,1,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2020-01-06 17:00:00,2.85,17,0,1,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2020-01-06 18:00:00,1.8483333333333334,18,0,1,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0
2020-01-06 19:00:00,0.87,19,0,1,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
2020-01-06 20:00:00,-0.07333333333333332,20,0,1,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
2020-01-06 21:00:00,-0.8783333333333333,21,0,1,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0
2020-01-06 22:00:00,-1.3466666666666667,22,0,1,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
2020-01-06 23:00:00,-1.015,23,0,1,1,0,-0.25881904510252157,0.9659258262890681,0.0,1.0
2020-01-07 00:00:00,-0.52,0,1,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336
2020-01-07 01:00:00,-0.06666666666666668,1,1,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336
2020-01-07 02:00:00,-0.06166666666666667,2,1,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2020-01-07 03:00:00,0.265,3,1,1,1,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336
2020-01-07 04:00:00,0.7833333333333333,4,1,1,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2020-01-07 05:00:00,0.4366666666666667,5,1,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336
2020-01-07 06:00:00,0.7483333333333334,6,1,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2020-01-07 07:00:00,0.9016666666666667,7,1,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
2020-01-07 08:00:00,1.4833333333333334,8,1,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2020-01-07 09:00:00,1.58,9,1,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336
2020-01-07 10:00:00,1.83,10,1,1,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
2020-01-07 11:00:00,2.905,11,1,1,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336
2020-01-07 12:00:00,3.5933333333333333,12,1,1,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2020-01-07 13:00:00,5.013333333333333,13,1,1,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336
2020-01-07 14:00:00,5.005,14,1,1,1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2020-01-07 15:00:00,5.091666666666666,15,1,1,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336
2020-01-07 16:00:00,5.006666666666667,16,1,1,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
2020-01-07 17:00:00,4.855,17,1,1,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
2020-01-07 18:00:00,4.848333333333334,18,1,1,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
2020-01-07 19:00:00,4.535,19,1,1,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336
2020-01-07 20:00:00,3.9,20,1,1,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2020-01-07 21:00:00,2.9483333333333337,21,1,1,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336
2020-01-07 22:00:00,1.8183333333333334,22,1,1,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
2020-01-07 23:00:00,1.6716666666666666,23,1,1,1,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336
2020-01-08 00:00:00,1.3,0,2,1,1,0,0.0,1.0,0.9749279121818236,-0.22252093395631434
2020-01-08 01:00:00,2.058333333333333,1,2,1,1,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434
2020-01-08 02:00:00,3.36,2,2,1,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2020-01-08 03:00:00,3.9883333333333333,3,2,1,1,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434
2020-01-08 04:00:00,4.341666666666667,4,2,1,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2020-01-08 05:00:00,4.695,5,2,1,1,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434
2020-01-08 06:00:00,5.5249999999999995,6,2,1,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2020-01-08 07:00:00,5.158333333333333,7,2,1,1,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
2020-01-08 08:00:00,5.316666666666666,8,2,1,1,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2020-01-08 09:00:00,4.535,9,2,1,1,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434
2020-01-08 10:00:00,4.226666666666667,10,2,1,1,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2020-01-08 11:00:00,4.168333333333334,11,2,1,1,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434
2020-01-08 12:00:00,4.406666666666667,12,2,1,1,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2020-01-08 13:00:00,4.743333333333333,13,2,1,1,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434
2020-01-08 14:00:00,5.441666666666666,14,2,1,1,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2020-01-08 15:00:00,6.296666666666667,15,2,1,1,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434
2020-01-08 16:00:00,6.095,16,2,1,1,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
2020-01-08 17:00:00,5.973333333333334,17,2,1,1,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
2020-01-08 18:00:00,5.841666666666666,18,2,1,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
2020-01-08 19:00:00,5.996666666666667,19,2,1,1,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434
2020-01-08 20:00:00,5.858333333333333,20,2,1,1,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2020-01-08 21:00:00,5.776666666666666,21,2,1,1,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434
2020-01-08 22:00:00,5.56,22,2,1,1,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
2020-01-08 23:00:00,5.353333333333333,23,2,1,1,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434
2020-01-09 00:00:00,5.156666666666667,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419
2020-01-09 01:00:00,5.076666666666667,1,3,1,1,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419
2020-01-09 02:00:00,5.1450000000000005,2,3,1,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2020-01-09 03:00:00,5.258333333333334,3,3,1,1,0,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419
2020-01-09 04:00:00,5.238333333333333,4,3,1,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2020-01-09 05:00:00,5.293333333333333,5,3,1,1,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419
2020-01-09 06:00:00,5.53,6,3,1,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2020-01-09 07:00:00,5.52,7,3,1,1,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
2020-01-09 08:00:00,5.706666666666667,8,3,1,1,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
2020-01-09 09:00:00,6.03,9,3,1,1,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419
2020-01-09 10:00:00,6.675,10,3,1,1,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2020-01-09 11:00:00,7.023333333333333,11,3,1,1,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419
2020-01-09 12:00:00,7.625,12,3,1,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2020-01-09 13:00:00,8.178333333333333,13,3,1,1,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419
2020-01-09 14:00:00,10.033333333333333,14,3,1,1,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2020-01-09 15:00:00,10.228333333333333,15,3,1,1,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419
2020-01-09 16:00:00,10.138333333333334,16,3,1,1,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
2020-01-09 17:00:00,9.843333333333334,17,3,1,1,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
